,ROUTE,Number_of_Trips,Average_Actual_distance_to_destination,#source_states,#destination_states,destination_states,source_states,source_cities,route_type,destination_cities
659,Bengaluru -- Bengaluru,10.0,28.68663991794467,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
660,"Sikar Jhunjhunu Khetri NeemKaThana Sultana -- Jhunjhunu Sultana NeemKaThana Shrimadhopur Khetri Khandela
 Buhana",10.0,68.51014412278363,1,1,Rajasthan,Rajasthan,Sikar Jhunjhunu Khetri NeemKaThana Sultana,FTL,"Jhunjhunu Sultana NeemKaThana Shrimadhopur Khetri Khandela
 Buhana"
661,Ahmedabad -- Ahmedabad,10.0,10.884082328610933,1,1,Gujarat,Gujarat,Ahmedabad,Carting,Ahmedabad
662,Hyderabad -- Patancheru,10.0,29.205672793494948,1,1,Telangana,Telangana,Hyderabad,Carting,Patancheru
663,Rasipurm -- Namakkal,10.0,27.004770033160035,1,1,Tamil Nadu,Tamil Nadu,Rasipurm,FTL,Namakkal
664,Pune -- Pune,10.0,15.494579079393773,1,1,Maharashtra,Maharashtra,Pune,Carting,Pune
665,Hisar Rawatsar Sidhmukh Nohar -- Rawatsar Nohar Hisar Bhadra,10.0,134.1605422243096,2,2,Rajasthan Haryana,Haryana Rajasthan,Hisar Rawatsar Sidhmukh Nohar,FTL,Rawatsar Nohar Hisar Bhadra
666,Pune -- PNQ,10.0,10.11461334056791,1,1,Maharashtra,Maharashtra,Pune,Carting,PNQ
667,Mumbai -- Mumbai,10.0,16.566411928717013,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
668,Bhiwandi -- Mumbai,10.0,21.54625030061181,1,1,Maharashtra,Maharashtra,Bhiwandi,Carting,Mumbai
669,Narsinghpur Gadarwara Jabalpur Narsingpur Bareli -- Gadarwara Bareli Narsinghpur Bhopal Narsingpur,10.0,147.83484075947283,1,1,Madhya Pradesh,Madhya Pradesh,Narsinghpur Gadarwara Jabalpur Narsingpur Bareli,FTL,Gadarwara Bareli Narsinghpur Bhopal Narsingpur
670,Kolhapur Nipani Chikodi Athani Bijapur Jath -- Nipani Chikodi Athani Bijapur Jath Kolhapur,10.0,171.88603162347997,2,2,Karnataka Maharashtra,Maharashtra Karnataka,Kolhapur Nipani Chikodi Athani Bijapur Jath,FTL,Nipani Chikodi Athani Bijapur Jath Kolhapur
671,Mumbai -- Mumbai,10.0,17.55211642237351,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
672,Bengaluru -- Bengaluru,10.0,16.079048129173607,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
673,Bengaluru -- Bengaluru,10.0,24.299602647637236,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
674,Chennai -- Chennai,10.0,28.356679112660846,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
675,Pune -- PNQ,10.0,10.185998893185268,1,1,Maharashtra,Maharashtra,Pune,Carting,PNQ
676,Bengaluru -- BLR,10.0,25.680392262930617,1,1,Karnataka,Karnataka,Bengaluru,Carting,BLR
677,Bengaluru -- Bengaluru,10.0,28.085669443153574,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
678,Bhiwandi -- Mumbai,10.0,21.33143131811483,1,1,Maharashtra,Maharashtra,Bhiwandi,Carting,Mumbai
679,Mumbai -- Bhiwandi,10.0,36.52761895584406,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Bhiwandi
680,Mumbai -- Bhiwandi,10.0,20.331986313420476,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Bhiwandi
681,Bhiwandi Mumbai -- Mumbai Bhiwandi,10.0,27.49094610590125,1,1,Maharashtra,Maharashtra,Bhiwandi Mumbai,Carting,Mumbai Bhiwandi
682,Pune -- PNQ,10.0,21.670112971659123,1,1,Maharashtra,Maharashtra,Pune,Carting,PNQ
683,Delhi -- Gurgaon,10.0,32.45770501139461,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
684,Aluva -- Bengaluru,10.0,348.3147932195676,1,1,Karnataka,Kerala,Aluva,FTL,Bengaluru
685,Chennai -- MAA,10.0,24.702434871323998,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,MAA
686,MAA Ranipet Sholinghur Vellore -- Vellore Sholinghur MAA Ranipet,10.0,154.15631440758114,1,1,Tamil Nadu,Tamil Nadu,MAA Ranipet Sholinghur Vellore,FTL,Vellore Sholinghur MAA Ranipet
687,Bhiwandi Mumbai -- Mumbai Bhiwandi,10.0,40.24516967561748,1,1,Maharashtra,Maharashtra,Bhiwandi Mumbai,Carting,Mumbai Bhiwandi
688,Hyderabad Hyd Medchal -- Medchal Hyd Hyderabad,10.0,16.691002312597657,1,1,Telangana,Telangana,Hyderabad Hyd Medchal,Carting,Medchal Hyd Hyderabad
689,Bengaluru Bellary Molakalmuru Challakere -- Bellary Molakalmuru Challakere Bengaluru,10.0,493.6357851163244,1,1,Karnataka,Karnataka,Bengaluru Bellary Molakalmuru Challakere,FTL,Bellary Molakalmuru Challakere Bengaluru
690,Pune -- Bengaluru,10.0,731.4311523157688,1,1,Karnataka,Maharashtra,Pune,FTL,Bengaluru
691,Purnia Araria Raniganj Forbesganj Simrahi Narpatganj -- Araria Raniganj Forbesganj Simrahi Narpatganj Purnia,10.0,197.23245238488536,1,1,Bihar,Bihar,Purnia Araria Raniganj Forbesganj Simrahi Narpatganj,FTL,Araria Raniganj Forbesganj Simrahi Narpatganj Purnia
692,Pune PNQ -- PNQ Pune,10.0,14.484991936607477,1,1,Maharashtra,Maharashtra,Pune PNQ,Carting,PNQ Pune
693,Bengaluru -- Bengaluru,10.0,39.86321640477571,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
694,Ghaziabad -- Del,10.0,21.262688996645558,1,1,Delhi,Uttar Pradesh,Ghaziabad,Carting,Del
695,Bengaluru -- Bengaluru,10.0,21.296337557656525,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
696,Hyderabad Pune -- Pune Bhiwandi,10.0,616.0094337209033,2,1,Maharashtra,Telangana Maharashtra,Hyderabad Pune,FTL,Pune Bhiwandi
697,Jaipur -- Jaipur,10.0,11.669547184599729,1,1,Rajasthan,Rajasthan,Jaipur,Carting,Jaipur
698,Guwahati Shillong Jowai -- Shillong Jowai Guwahati,10.0,87.77504748099572,2,2,Meghalaya Assam,Assam Meghalaya,Guwahati Shillong Jowai,FTL,Shillong Jowai Guwahati
699,Bhiwandi Mumbai -- Mumbai Bhiwandi,10.0,24.146303679406905,1,1,Maharashtra,Maharashtra,Bhiwandi Mumbai,Carting,Mumbai Bhiwandi
700,Gandhidham Halvad Dhrangadhra -- Halvad Dhrangadhra Ahmedabad,10.0,228.80420815671272,1,1,Gujarat,Gujarat,Gandhidham Halvad Dhrangadhra,FTL,Halvad Dhrangadhra Ahmedabad
701,Aurangabad -- Pune,10.0,203.3433665956587,1,1,Maharashtra,Maharashtra,Aurangabad,FTL,Pune
702,Kolkata -- CCU,10.0,15.512500310477098,1,1,West Bengal,West Bengal,Kolkata,Carting,CCU
703,Dhule Manmad Malegaon -- Manmad Malegaon Satana,10.0,92.86017435432485,1,1,Maharashtra,Maharashtra,Dhule Manmad Malegaon,FTL,Manmad Malegaon Satana
704,Mumbai -- Mumbai,10.0,10.624475883213226,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
705,Ahmedabad Anand Vadodara -- Anand Vadodara Surat,10.0,156.8901942211065,1,1,Gujarat,Gujarat,Ahmedabad Anand Vadodara,FTL,Anand Vadodara Surat
706,Kolkata -- CCU,10.0,24.27426215333598,1,1,West Bengal,West Bengal,Kolkata,Carting,CCU
707,Ambur Tiruppattur -- Tiruppattur Ambur,10.0,77.3805118699876,1,1,Tamil Nadu,Tamil Nadu,Ambur Tiruppattur,Carting,Tiruppattur Ambur
708,Jaipur -- Gurgaon,10.0,195.89424947407505,1,1,Haryana,Rajasthan,Jaipur,FTL,Gurgaon
709,Pune -- Hyderabad,10.0,515.0390303688207,1,1,Telangana,Maharashtra,Pune,FTL,Hyderabad
710,Aluva Thrissur Vadakkencherry Pallakad -- Thrissur Vadakkencherry Pallakad Bengaluru,10.0,318.0362614114316,1,2,Kerala Karnataka,Kerala,Aluva Thrissur Vadakkencherry Pallakad,FTL,Thrissur Vadakkencherry Pallakad Bengaluru
711,Bengaluru -- Bengaluru,10.0,41.01367622247729,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
712,Mangalore Bantwal Puttur Sullia Kadaba -- Bengaluru Bantwal Puttur Sullia Kadaba,10.0,240.5028367290591,1,1,Karnataka,Karnataka,Mangalore Bantwal Puttur Sullia Kadaba,FTL,Bengaluru Bantwal Puttur Sullia Kadaba
713,Delhi -- Sonipat,10.0,36.11087253883606,1,1,Haryana,Delhi,Delhi,Carting,Sonipat
714,Hospet Sandur Bellary -- Sandur Bellary Hospet,10.0,85.25863789372234,1,1,Karnataka,Karnataka,Hospet Sandur Bellary,FTL,Sandur Bellary Hospet
715,Mumbai -- Mumbai,10.0,12.907015503729912,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
716,MAA -- Chennai,10.0,26.906056572763582,1,1,Tamil Nadu,Tamil Nadu,MAA,Carting,Chennai
717,Guwahati -- Guwahati,10.0,10.798666669853299,1,1,Assam,Assam,Guwahati,Carting,Guwahati
718,Delhi Noida -- Noida Kanpur,9.0,390.64564935575373,2,1,Uttar Pradesh,Delhi Uttar Pradesh,Delhi Noida,FTL,Noida Kanpur
719,Bengaluru -- Bengaluru,9.0,29.857170462230506,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
720,Bengaluru -- BLR,9.0,15.27793016000411,1,1,Karnataka,Karnataka,Bengaluru,Carting,BLR
721,Chennai -- MAA,9.0,31.434713625144607,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,MAA
722,Bengaluru Hassan -- Hassan Mangalore,9.0,252.44299712774247,1,1,Karnataka,Karnataka,Bengaluru Hassan,FTL,Hassan Mangalore
723,Gurgaon -- Hisar,9.0,143.145527355616,1,1,Haryana,Haryana,Gurgaon,FTL,Hisar
724,Mumbai -- Bhiwandi,9.0,22.80497575983084,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Bhiwandi
725,Kolkata -- CCU,9.0,16.850039118143386,1,1,West Bengal,West Bengal,Kolkata,Carting,CCU
726,Bengaluru -- Bengaluru,9.0,39.099951926040056,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
727,Bengaluru -- Bengaluru,9.0,19.523126940616773,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
728,Gurgaon GGN -- Gurgaon,9.0,13.436717143332778,1,1,Haryana,Haryana,Gurgaon GGN,Carting,Gurgaon
729,Kanpur -- Kanpur,9.0,28.242953827451274,1,1,Uttar Pradesh,Uttar Pradesh,Kanpur,Carting,Kanpur
730,Kolhapur Satara Khandala Wai -- Satara Wai Pune Khandala,9.0,207.94506438221472,1,1,Maharashtra,Maharashtra,Kolhapur Satara Khandala Wai,FTL,Satara Wai Pune Khandala
731,Hyderabad -- Hyderabad,9.0,21.409051746559385,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
732,Jaipur Ajmer Pali Jodhpur Piparcity Gotan -- Ajmer Pali Jodhpur Gotan Piparcity Jaipur,9.0,481.9360656960567,1,1,Rajasthan,Rajasthan,Jaipur Ajmer Pali Jodhpur Piparcity Gotan,FTL,Ajmer Pali Jodhpur Gotan Piparcity Jaipur
733,Sedam Chincholi Gulbarga Chittapur -- Chincholi Gulbarga Chittapur Sedam,9.0,134.56491220677802,1,1,Karnataka,Karnataka,Sedam Chincholi Gulbarga Chittapur,Carting,Chincholi Gulbarga Chittapur Sedam
734,Bengaluru -- Bengaluru,9.0,10.545995666847777,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
735,Margherita Changlang -- Changlang Margherita,9.0,25.62560518116621,2,2,Arunachal Pradesh Assam,Assam Arunachal Pradesh,Margherita Changlang,Carting,Changlang Margherita
736,Vadodara Dabhoi -- Dabhoi Vadodara,9.0,45.57616763318277,1,1,Gujarat,Gujarat,Vadodara Dabhoi,Carting,Dabhoi Vadodara
737,Dhanbad -- Dhanbad,9.0,14.227839065241234,1,1,Jharkhand,Jharkhand,Dhanbad,Carting,Dhanbad
738,Bengaluru -- Bengaluru,9.0,39.707479993099504,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
739,Chennai -- MAA,9.0,31.328537138629386,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,MAA
740,BLR -- Bengaluru,9.0,16.93774059959067,1,1,Karnataka,Karnataka,BLR,Carting,Bengaluru
741,Aurangabad Beed Georai Shevgaon Paithan -- Beed Georai Shevgaon Paithan Aurangabad,9.0,215.07031334987607,1,1,Maharashtra,Maharashtra,Aurangabad Beed Georai Shevgaon Paithan,FTL,Beed Georai Shevgaon Paithan Aurangabad
742,Karur Dindigul -- Dindigul Madurai,9.0,122.71640183219081,1,1,Tamil Nadu,Tamil Nadu,Karur Dindigul,FTL,Dindigul Madurai
743,Bhiwandi Bengaluru -- Bengaluru MAA,9.0,1097.5587075109308,2,2,Karnataka Tamil Nadu,Maharashtra Karnataka,Bhiwandi Bengaluru,FTL,Bengaluru MAA
744,Bhiwandi -- Mumbai,9.0,22.733790891469987,1,1,Maharashtra,Maharashtra,Bhiwandi,Carting,Mumbai
745,Delhi OK -- OK Delhi,9.0,27.548383023089073,1,1,Delhi,Delhi,Delhi OK,Carting,OK Delhi
746,Bengaluru -- Bengaluru,9.0,39.83179292078742,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
747,Guwahati -- Guwahati,9.0,12.198190500815631,1,1,Assam,Assam,Guwahati,Carting,Guwahati
748,Chennai -- Chennai,9.0,15.568441264095298,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
749,Gurgaon -- Chandigarh,9.0,236.757634648951,1,1,Punjab,Haryana,Gurgaon,FTL,Chandigarh
750,Bellary Hospet Sandur -- Hospet Bellary Sandur,9.0,103.67002699696967,1,1,Karnataka,Karnataka,Bellary Hospet Sandur,FTL,Hospet Bellary Sandur
751,Pune -- Nanded,9.0,381.9090371218997,1,1,Maharashtra,Maharashtra,Pune,FTL,Nanded
752,Sonipat Bahadurgarh -- Bahadurgarh Sonipat,9.0,56.24269179867975,1,1,Haryana,Haryana,Sonipat Bahadurgarh,FTL,Bahadurgarh Sonipat
753,Bengaluru -- Bengaluru,9.0,39.68138049082205,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
754,Bhatinda Barnala Bhadaur -- Barnala Bhadaur Bhatinda,9.0,68.40949861213508,1,1,Punjab,Punjab,Bhatinda Barnala Bhadaur,FTL,Barnala Bhadaur Bhatinda
755,"Koraput Jeypore Visakhapatnam Pappadahandi Nabarangpr -- Jeypore Nabarangpr Visakhapatnam Umerkote Koraput
 Pappadahandi",9.0,157.9743707217905,2,2,Orissa Andhra Pradesh,Orissa Andhra Pradesh,Koraput Jeypore Visakhapatnam Pappadahandi Nabarangpr,Carting,"Jeypore Nabarangpr Visakhapatnam Umerkote Koraput
 Pappadahandi"
756,Chhapra Siwan -- Siwan Gopalganj,9.0,77.16197641885856,1,1,Bihar,Bihar,Chhapra Siwan,FTL,Siwan Gopalganj
757,Bhiwandi -- Kolkata,9.0,1628.80743819667,1,1,West Bengal,Maharashtra,Bhiwandi,FTL,Kolkata
758,Dola Umaria Shahdol Jabalpur PaliBirsighpr Anuppur -- Jabalpur Shahdol Dola Umaria Anuppur PaliBirsighpr,9.0,165.499970155093,1,1,Madhya Pradesh,Madhya Pradesh,Dola Umaria Shahdol Jabalpur PaliBirsighpr Anuppur,FTL,Jabalpur Shahdol Dola Umaria Anuppur PaliBirsighpr
759,Sonipat Roorkee Haridwar Rishikesh -- Roorkee Haridwar Rishikesh Sonipat,9.0,333.9209159604336,2,2,Uttarakhand Haryana,Haryana Uttarakhand,Sonipat Roorkee Haridwar Rishikesh,FTL,Roorkee Haridwar Rishikesh Sonipat
760,Vijayawada Nandigama -- Nandigama Vijayawada,9.0,82.6623591532454,1,1,Andhra Pradesh,Andhra Pradesh,Vijayawada Nandigama,Carting,Nandigama Vijayawada
761,Pune -- PNQ,9.0,10.277718863805687,1,1,Maharashtra,Maharashtra,Pune,Carting,PNQ
762,Guwahati -- Guwahati,9.0,16.129452544048018,1,1,Assam,Assam,Guwahati,Carting,Guwahati
763,Gondia -- Balaghat,9.0,35.59398801588786,1,1,Madhya Pradesh,Maharashtra,Gondia,FTL,Balaghat
764,Guwahati Chhaygaon -- Chhaygaon Guwahati,9.0,42.2307380196119,1,1,Assam,Assam,Guwahati Chhaygaon,Carting,Chhaygaon Guwahati
765,"Mangalore Udupi Kundapura Bhatkal Honnavar Kumta Ankola
 Uchila Surathkal -- Uchila Kundapura Bhatkal Honnavar Kumta Ankola Goa
 Surathkal Udupi",9.0,195.25719263917483,1,2,Karnataka Goa,Karnataka,"Mangalore Udupi Kundapura Bhatkal Honnavar Kumta Ankola
 Uchila Surathkal",FTL,"Uchila Kundapura Bhatkal Honnavar Kumta Ankola Goa
 Surathkal Udupi"
766,Bengaluru -- Bengaluru,9.0,18.3604116499066,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
767,Hyderabad Tandur Vikarabad Shadnagar -- Tandur Vikarabad Shadnagar Hyderabad,9.0,143.8692952589832,1,1,Telangana,Telangana,Hyderabad Tandur Vikarabad Shadnagar,Carting,Tandur Vikarabad Shadnagar Hyderabad
768,Hyderabad -- Hyderabad,9.0,35.322390024918356,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
769,Sonipat Modinagar Daurala Khatauli -- Modinagar Meerut Khatauli Sonipat,9.0,52.920506291330554,2,2,Uttar Pradesh Haryana,Haryana Uttar Pradesh,Sonipat Modinagar Daurala Khatauli,FTL,Modinagar Meerut Khatauli Sonipat
770,Delhi -- Delhi,9.0,10.626682046818372,1,1,Delhi,Delhi,Delhi,Carting,Delhi
771,Pune -- PNQ,9.0,21.910513903371378,1,1,Maharashtra,Maharashtra,Pune,Carting,PNQ
772,Jaipur Udaipur -- Udaipur Ahmedabad,9.0,456.2546307024663,1,2,Rajasthan Gujarat,Rajasthan,Jaipur Udaipur,FTL,Udaipur Ahmedabad
773,Delhi -- Gurgaon,9.0,36.484570099563,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
774,Chandigarh -- Delhi,9.0,209.75130518018076,1,1,Delhi,Punjab,Chandigarh,FTL,Delhi
775,PNQ -- Pune,9.0,10.18207786457566,1,1,Maharashtra,Maharashtra,PNQ,Carting,Pune
776,Gomoh Dhanbad -- Dhanbad Gomoh,9.0,29.262427271747065,1,1,Jharkhand,Jharkhand,Gomoh Dhanbad,Carting,Dhanbad Gomoh
777,Noida -- Gurgaon,9.0,66.78737745795208,1,1,Haryana,Uttar Pradesh,Noida,Carting,Gurgaon
778,Delhi -- Gurgaon,9.0,54.93352695089182,1,1,Haryana,Delhi,Delhi,Carting,Gurgaon
779,Gurgaon Vadodara -- Vadodara Surat,9.0,562.9622832279153,2,1,Gujarat,Haryana Gujarat,Gurgaon Vadodara,FTL,Vadodara Surat
780,Kolkata -- CCU,8.0,24.291034108659115,1,1,West Bengal,West Bengal,Kolkata,Carting,CCU
781,Gurgaon Muzaffrpur Purnia -- Muzaffrpur Purnia Gurgaon,8.0,1775.6913349991505,2,2,Bihar Haryana,Haryana Bihar,Gurgaon Muzaffrpur Purnia,FTL,Muzaffrpur Purnia Gurgaon
782,Bengaluru -- Bengaluru,8.0,18.90020155278618,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
783,Surat Vadodara -- Vadodara Ahmedabad,8.0,233.53999657529687,1,1,Gujarat,Gujarat,Surat Vadodara,FTL,Vadodara Ahmedabad
784,Kolkata -- Kolkata,8.0,20.287792034426502,1,1,West Bengal,West Bengal,Kolkata,Carting,Kolkata
785,Jaipur -- Jaipur Ambabadi,8.0,14.903594460082546,1,1,Rajasthan,Rajasthan,Jaipur,Carting,Jaipur Ambabadi
786,Pune -- Mumbai,8.0,103.96038480050645,1,1,Maharashtra,Maharashtra,Pune,FTL,Mumbai
787,Chennai -- Chennai,8.0,16.113147028682317,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
788,Bengaluru Jaipur -- Jaipur Delhi,8.0,1765.5353758374058,2,2,Rajasthan Delhi,Karnataka Rajasthan,Bengaluru Jaipur,FTL,Jaipur Delhi
789,Gwalior -- Gurgaon,8.0,258.4243431564433,1,1,Haryana,Madhya Pradesh,Gwalior,FTL,Gurgaon
790,MAA -- Chennai,8.0,31.561619093821363,1,1,Tamil Nadu,Tamil Nadu,MAA,Carting,Chennai
791,Delhi Aligarh -- Aligarh nan,8.0,192.87404290476877,2,1,Uttar Pradesh nan,Delhi Uttar Pradesh,Delhi Aligarh,FTL,Aligarh nan
792,Bengaluru -- Bengaluru,8.0,39.87741788574933,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
793,Bengaluru -- Bengaluru,8.0,10.564618179352129,1,1,Karnataka,Karnataka,Bengaluru,Carting,Bengaluru
794,"Sivaganga Paramakudi Ramnthpurm Rameswram Muthukulathur
 Narikkudi -- Paramakudi Ramnthpurm Rameswram Muthukulathur Narikkudi
 Madurai",8.0,237.67093765474496,1,1,Tamil Nadu,Tamil Nadu,"Sivaganga Paramakudi Ramnthpurm Rameswram Muthukulathur
 Narikkudi",FTL,"Paramakudi Ramnthpurm Rameswram Muthukulathur Narikkudi
 Madurai"
795,Bengaluru Hoskote -- Hoskote Bengaluru,8.0,20.459650424176587,1,1,Karnataka,Karnataka,Bengaluru Hoskote,Carting,Hoskote Bengaluru
796,Bengaluru -- Hyderabad,8.0,472.3821658775133,1,1,Telangana,Karnataka,Bengaluru,FTL,Hyderabad
797,Surat Navsari Bilimora Valsad -- Navsari Bilimora Valsad Surat,8.0,90.22295405901627,1,1,Gujarat,Gujarat,Surat Navsari Bilimora Valsad,Carting,Navsari Bilimora Valsad Surat
798,Bhopal -- Jabalpur,8.0,247.60597080501174,1,1,Madhya Pradesh,Madhya Pradesh,Bhopal,FTL,Jabalpur
799,Hyderabad Mahabubnagar Bijnapally Jadcherla -- Mahabubnagar Bijnapally Jadcherla Hyderabad,8.0,175.44478907818387,1,1,Telangana,Telangana,Hyderabad Mahabubnagar Bijnapally Jadcherla,FTL,Mahabubnagar Bijnapally Jadcherla Hyderabad
800,Raipur -- Raipur,8.0,9.550406982879736,1,1,Chhattisgarh,Chhattisgarh,Raipur,Carting,Raipur
801,Banka Bhagalpur -- Bhagalpur Kahalgaon,8.0,58.30791615850217,1,1,Bihar,Bihar,Banka Bhagalpur,FTL,Bhagalpur Kahalgaon
802,Bengaluru -- BLR,8.0,25.40825576096701,1,1,Karnataka,Karnataka,Bengaluru,Carting,BLR
803,BLR -- Bengaluru,8.0,25.93319903747371,1,1,Karnataka,Karnataka,BLR,Carting,Bengaluru
804,Hyderabad Patancheru -- Patancheru Shamshabad,8.0,45.447358506027726,1,1,Telangana,Telangana,Hyderabad Patancheru,Carting,Patancheru Shamshabad
805,Ludhiana -- Ludhiana,8.0,9.054501144122062,1,1,Punjab,Punjab,Ludhiana,Carting,Ludhiana
806,Kolkata -- CCU,8.0,16.67725290008136,1,1,West Bengal,West Bengal,Kolkata,Carting,CCU
807,Goa Sawantwadi Kankavali -- Sawantwadi Kankavali Pune,8.0,338.1552394774341,2,1,Maharashtra,Goa Maharashtra,Goa Sawantwadi Kankavali,FTL,Sawantwadi Kankavali Pune
808,BLR -- Bengaluru,8.0,25.540657277828842,1,1,Karnataka,Karnataka,BLR,Carting,Bengaluru
809,Baharampur Katwa Chapra Nakashipara Plassey -- Katwa Chapra Nakashipara Plassey Baharampur,8.0,139.6517773422324,1,1,West Bengal,West Bengal,Baharampur Katwa Chapra Nakashipara Plassey,Carting,Katwa Chapra Nakashipara Plassey Baharampur
810,"Vijayawada Khammam Nalgonda Hyderabad Choutuppal Miryalguda
 Suryapet -- Khammam Nalgonda Hyderabad Choutuppal Miryalguda Vijayawada
 Suryapet",8.0,407.02939052265117,2,2,Telangana Andhra Pradesh,Andhra Pradesh Telangana,"Vijayawada Khammam Nalgonda Hyderabad Choutuppal Miryalguda
 Suryapet",FTL,"Khammam Nalgonda Hyderabad Choutuppal Miryalguda Vijayawada
 Suryapet"
811,Baharampur Domkal Nazirpur Nowda -- Domkal Nazirpur Nowda Baharampur,8.0,70.07594621002673,1,1,West Bengal,West Bengal,Baharampur Domkal Nazirpur Nowda,Carting,Domkal Nazirpur Nowda Baharampur
812,Mumbai -- Mumbai,8.0,22.944376470820583,1,1,Maharashtra,Maharashtra,Mumbai,Carting,Mumbai
813,Delhi Vrindavan -- Aligarh Delhi,8.0,241.63199871608367,2,2,Uttar Pradesh Delhi,Delhi Uttar Pradesh,Delhi Vrindavan,FTL,Aligarh Delhi
814,Chennai Malemruvathur -- Chennai Malemruvathur,8.0,131.06697444888758,1,1,Tamil Nadu,Tamil Nadu,Chennai Malemruvathur,Carting,Chennai Malemruvathur
815,Ahmedabad -- Ahmedabad,8.0,11.223997316359968,1,1,Gujarat,Gujarat,Ahmedabad,Carting,Ahmedabad
816,Ahmedabad -- Gurgaon,8.0,735.3648556634495,1,1,Haryana,Gujarat,Ahmedabad,FTL,Gurgaon
817,Bengaluru -- HBR,8.0,23.842263664060457,1,1,Karnataka,Karnataka,Bengaluru,Carting,HBR
818,Hyderabad -- Hyderabad,8.0,17.96207772641979,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
819,Guwahati -- Guwahati,8.0,10.956975920996197,1,1,Assam,Assam,Guwahati,Carting,Guwahati
820,Brahmapuri Chamorshi Gadchiroli -- Chamorshi Gadchiroli,8.0,66.77531927764133,1,1,Maharashtra,Maharashtra,Brahmapuri Chamorshi Gadchiroli,Carting,Chamorshi Gadchiroli
821,Gurgaon -- Noida,8.0,63.99773840099897,1,1,Uttar Pradesh,Haryana,Gurgaon,Carting,Noida
822,Chennai -- Chennai,8.0,10.331613232802384,1,1,Tamil Nadu,Tamil Nadu,Chennai,Carting,Chennai
823,MAA Villupuram -- Villupuram Attur,8.0,176.51553959120128,1,1,Tamil Nadu,Tamil Nadu,MAA Villupuram,FTL,Villupuram Attur
824,Hyderabad -- Hyderabad,8.0,21.452132399462386,1,1,Telangana,Telangana,Hyderabad,Carting,Hyderabad
825,Mangalore Bengaluru Hassan Bantwal Dhrmsthala -- Bantwal Hassan Mangalore Bengaluru Dhrmsthala,8.0,362.63921595282875,1,1,Karnataka,Karnataka,Mangalore Bengaluru Hassan Bantwal Dhrmsthala,FTL,Bantwal Hassan Mangalore Bengaluru Dhrmsthala
826,Delhi -- Delhi,8.0,11.955968908450686,1,1,Delhi,Delhi,Delhi,Carting,Delhi
827,CCU Fatepur Kakdwip -- Fatepur Kakdwip CCU,8.0,76.64362371470452,1,1,West Bengal,West Bengal,CCU Fatepur Kakdwip,Carting,Fatepur Kakdwip CCU
828,Bongaon Helencha Kolkata -- Helencha Kolkata Bongaon,8.0,102.45203617926006,1,1,West Bengal,West Bengal,Bongaon Helencha Kolkata,FTL,Helencha Kolkata Bongaon
829,Kolkata -- Guwahati,8.0,543.0261859011194,1,1,Assam,West Bengal,Kolkata,FTL,Guwahati
830,Ahmedabad -- Mehsana,8.0,82.02565006864637,1,1,Gujarat,Gujarat,Ahmedabad,FTL,Mehsana
831,Thoppur Dharmapuri Krishnagiri -- Dharmapuri Bengaluru Krishnagiri,8.0,153.99651325798783,1,2,Tamil Nadu Karnataka,Tamil Nadu,Thoppur Dharmapuri Krishnagiri,FTL,Dharmapuri Bengaluru Krishnagiri
